user_id,age,country,religion,continent
31315,34.0,usa,christian,n_america
31556,51.0,usa,christian,n_america
31560,36.0,usa,christian,n_america
31694,43.0,usa,christian,n_america
32516,44.0,usa,christian,n_america
35857,36.0,usa,christian,n_america
35859,45.0,usa,christian,n_america
36606,39.0,usa,christian,n_america
37874,43.0,usa,christian,n_america
38718,22.0,usa,christian,n_america
38991,68.0,usa,christian,n_america
39345,47.0,usa,christian,n_america
39646,35.0,usa,christian,n_america
40889,37.0,usa,christian,n_america
41781,54.0,usa,christian,n_america
44663,30.0,malaysia,islam,islam
45585,55.0,usa,christian,n_america
46389,55.0,usa,christian,n_america
46767,24.0,germany,christian,europe
47971,40.0,canada,christian,n_america
48268,18.0,austria,christian,europe
48911,57.0,france,christian,europe
49168,57.0,usa,christian,n_america
49994,40.0,usa,christian,n_america
52584,45.0,usa,christian,n_america
52994,30.0,usa,christian,n_america
54005,59.0,usa,christian,n_america
54884,33.0,usa,christian,n_america
55027,44.0,usa,christian,n_america
55492,43.0,usa,christian,n_america
57108,38.0,usa,christian,n_america
57423,43.0,usa,christian,n_america
57632,33.0,usa,christian,n_america
59038,28.0,usa,christian,n_america
59390,35.0,usa,christian,n_america
60130,41.0,usa,christian,n_america
60569,41.0,usa,christian,n_america
60683,47.0,usa,christian,n_america
62667,53.0,usa,christian,n_america
62881,39.0,usa,christian,n_america
63470,56.0,usa,christian,n_america
64535,43.0,usa,christian,n_america
64679,38.0,usa,christian,n_america
66387,52.0,usa,christian,n_america
67487,33.0,australia,christian,ause
68256,28.0,usa,christian,n_america
68537,70.0,usa,christian,n_america
69232,55.0,usa,christian,n_america
70205,25.0,usa,christian,n_america
70666,18.0,usa,christian,n_america
72523,27.0,usa,christian,n_america
72975,21.0,usa,christian,n_america
74709,21.0,usa,christian,n_america
75691,17.0,usa,christian,n_america
75819,37.0,usa,christian,n_america
76352,58.0,usa,christian,n_america
76368,54.0,canada,christian,n_america
76942,25.0,usa,christian,n_america
78165,28.0,italy,christian,europe
78754,37.0,usa,christian,n_america
78834,28.0,usa,christian,n_america
78973,29.0,portugal,christian,europe
79186,37.0,usa,christian,n_america
79740,24.0,usa,christian,n_america
80810,33.0,usa,christian,n_america
81088,18.0,england,christian,europe
81298,20.0,usa,christian,n_america
82114,47.0,usa,christian,n_america
82893,40.0,usa,christian,n_america
83034,13.0,usa,christian,n_america
84024,37.0,usa,christian,n_america
84611,29.0,usa,christian,n_america
85534,49.0,usa,christian,n_america
86303,31.0,usa,christian,n_america
86969,59.0,usa,christian,n_america
87257,30.0,usa,christian,n_america
87929,25.0,usa,christian,n_america
88006,27.0,usa,christian,n_america
90322,25.0,usa,christian,n_america
91633,21.0,usa,christian,n_america
91832,24.0,usa,christian,n_america
93055,32.0,usa,christian,n_america
93363,30.0,usa,christian,n_america
93643,46.0,usa,christian,n_america
93772,51.0,usa,christian,n_america
93800,52.0,usa,christian,n_america
94139,55.0,usa,christian,n_america
94396,62.0,usa,christian,n_america
97721,46.0,usa,christian,n_america
98012,48.0,usa,christian,n_america
98468,33.0,usa,christian,n_america
98723,29.0,usa,christian,n_america
98923,34.0,usa,christian,n_america
100009,49.0,canada,christian,n_america
100393,35.0,usa,christian,n_america
101209,44.0,usa,christian,n_america
102647,14.0,usa,christian,n_america
102967,54.0,usa,christian,n_america
103315,32.0,usa,christian,n_america
103416,33.0,usa,christian,n_america
105124,17.0,usa,christian,n_america
105937,27.0,usa,christian,n_america
105979,26.0,usa,christian,n_america
106230,54.0,usa,christian,n_america
107201,38.0,usa,christian,n_america
107244,50.0,usa,christian,n_america
107784,22.0,usa,christian,n_america
108143,17.0,usa,christian,n_america
108247,27.0,usa,christian,n_america
110127,44.0,usa,christian,n_america
110440,29.0,usa,christian,n_america
110558,34.0,usa,christian,n_america
110973,43.0,usa,christian,n_america
112001,43.0,usa,christian,n_america
112093,35.0,usa,christian,n_america
112280,50.0,usa,christian,n_america
113328,51.0,usa,christian,n_america
114544,35.0,usa,christian,n_america
115003,43.0,usa,christian,n_america
115120,29.0,usa,christian,n_america
116127,44.0,canada,christian,n_america
116428,47.0,canada,christian,n_america
117594,26.0,usa,christian,n_america
118659,37.0,usa,christian,n_america
120396,46.0,usa,christian,n_america
120771,49.0,usa,christian,n_america
122251,30.0,usa,christian,n_america
122440,29.0,canada,christian,n_america
122658,31.0,usa,christian,n_america
123137,34.0,usa,christian,n_america
123430,38.0,usa,christian,n_america
123790,25.0,usa,christian,n_america
123981,46.0,usa,christian,n_america
124259,44.0,usa,christian,n_america
124363,36.0,usa,christian,n_america
124487,32.0,usa,christian,n_america
125039,27.0,usa,christian,n_america
125519,40.0,usa,christian,n_america
126492,31.0,usa,christian,n_america
127200,41.0,usa,christian,n_america
128185,39.0,usa,christian,n_america
128208,34.0,usa,christian,n_america
128463,19.0,usa,christian,n_america
129084,39.0,usa,christian,n_america
130784,35.0,usa,christian,n_america
131046,26.0,usa,christian,n_america
131681,48.0,usa,christian,n_america
131703,54.0,usa,christian,n_america
131837,59.0,usa,christian,n_america
132144,23.0,usa,christian,n_america
133706,30.0,australia,christian,ause
133738,28.0,usa,christian,n_america
134264,17.0,usa,christian,n_america
134797,21.0,usa,christian,n_america
134863,24.0,usa,christian,n_america
135149,51.0,usa,christian,n_america
135831,24.0,usa,christian,n_america
136096,47.0,usa,christian,n_america
136396,34.0,usa,christian,n_america
136707,50.0,usa,christian,n_america
137589,35.0,usa,christian,n_america
140824,53.0,germany,christian,europe
141444,27.0,usa,christian,n_america
143134,27.0,usa,christian,n_america
143253,27.0,usa,christian,n_america
143939,36.0,usa,christian,n_america
144062,16.0,usa,christian,n_america
144255,31.0,germany,christian,europe
144478,39.0,usa,christian,n_america
144531,37.0,usa,christian,n_america
145619,36.0,usa,christian,n_america
146113,55.0,usa,christian,n_america
146279,42.0,usa,christian,n_america
146816,28.0,usa,christian,n_america
147965,24.0,usa,christian,n_america
149120,62.0,usa,christian,n_america
150400,34.0,usa,christian,n_america
150896,30.0,canada,christian,n_america
151004,41.0,usa,christian,n_america
151063,70.0,usa,christian,n_america
152354,29.0,usa,christian,n_america
152696,16.0,usa,christian,n_america
153513,31.0,usa,christian,n_america
153718,27.0,usa,christian,n_america
154730,42.0,usa,christian,n_america
155495,26.0,usa,christian,n_america
156300,49.0,usa,christian,n_america
159440,27.0,france,christian,europe
159506,28.0,usa,christian,n_america
160735,39.0,usa,christian,n_america
160819,43.0,usa,christian,n_america
161870,41.0,usa,christian,n_america
163194,57.0,usa,christian,n_america
163693,37.0,usa,christian,n_america
164323,31.0,canada,christian,n_america
165618,19.0,germany,christian,europe
165842,40.0,usa,christian,n_america
165884,27.0,usa,christian,n_america
166391,60.0,usa,christian,n_america
167038,20.0,usa,christian,n_america
167800,57.0,usa,christian,n_america
168132,37.0,usa,christian,n_america
169403,43.0,usa,christian,n_america
170518,61.0,usa,christian,n_america
170580,38.0,usa,christian,n_america
171078,43.0,canada,christian,n_america
172539,42.0,usa,christian,n_america
172742,44.0,usa,christian,n_america
173415,31.0,usa,christian,n_america
173684,15.0,usa,christian,n_america
174642,23.0,usa,christian,n_america
175117,29.0,usa,christian,n_america
176477,46.0,usa,christian,n_america
176790,43.0,usa,christian,n_america
176894,32.0,usa,christian,n_america
178130,45.0,usa,christian,n_america
179068,30.0,usa,christian,n_america
181519,36.0,canada,christian,n_america
182459,28.0,usa,christian,n_america
182746,44.0,usa,christian,n_america
185384,22.0,usa,christian,n_america
185722,24.0,usa,christian,n_america
186570,28.0,usa,christian,n_america
187266,66.0,usa,christian,n_america
187533,68.0,usa,christian,n_america
187944,41.0,usa,christian,n_america
189655,20.0,usa,christian,n_america
190741,52.0,usa,christian,n_america
192353,26.0,usa,christian,n_america
192399,22.0,usa,christian,n_america
193529,51.0,usa,christian,n_america
193898,52.0,usa,christian,n_america
195347,34.0,usa,christian,n_america
195469,39.0,usa,christian,n_america
195694,29.0,usa,christian,n_america
197364,30.0,usa,christian,n_america
198046,51.0,usa,christian,n_america
198412,17.0,usa,christian,n_america
198483,35.0,usa,christian,n_america
198711,62.0,usa,christian,n_america
199092,50.0,netherlands,christian,europe
199640,30.0,usa,christian,n_america
200234,53.0,canada,christian,n_america
200402,35.0,usa,christian,n_america
201548,29.0,germany,christian,europe
202619,28.0,usa,christian,n_america
203649,41.0,usa,christian,n_america
204504,41.0,usa,christian,n_america
205963,56.0,usa,christian,n_america
206423,35.0,usa,christian,n_america
207259,38.0,usa,christian,n_america
207291,31.0,australia,christian,ause
207782,28.0,usa,christian,n_america
207825,52.0,usa,christian,n_america
208147,41.0,usa,christian,n_america
208607,33.0,usa,christian,n_america
210276,67.0,usa,christian,n_america
210717,42.0,usa,christian,n_america
210838,66.0,usa,christian,n_america
211321,19.0,usa,christian,n_america
213220,31.0,england,christian,europe
213760,32.0,usa,christian,n_america
214786,14.0,usa,christian,n_america
215256,34.0,usa,christian,n_america
215949,54.0,usa,christian,n_america
216670,36.0,usa,christian,n_america
216683,25.0,usa,christian,n_america
217375,35.0,usa,christian,n_america
217516,56.0,usa,christian,n_america
217986,35.0,usa,christian,n_america
218121,60.0,england,christian,europe
221445,61.0,usa,christian,n_america
222217,25.0,germany,christian,europe
223331,38.0,usa,christian,n_america
224435,24.0,usa,christian,n_america
224764,18.0,usa,christian,n_america
225717,33.0,poland,christian,europe
225810,56.0,usa,christian,n_america
225826,23.0,usa,christian,n_america
225989,27.0,usa,christian,n_america
226638,50.0,usa,christian,n_america
227392,30.0,usa,christian,n_america
229011,22.0,usa,christian,n_america
231237,18.0,usa,christian,n_america
232131,34.0,usa,christian,n_america
232271,46.0,usa,christian,n_america
232945,28.0,usa,christian,n_america
233731,44.0,canada,christian,n_america
234623,28.0,usa,christian,n_america
235059,24.0,usa,christian,n_america
235842,41.0,usa,christian,n_america
235935,43.0,usa,christian,n_america
236172,34.0,usa,christian,n_america
240024,40.0,usa,christian,n_america
240144,34.0,usa,christian,n_america
240567,33.0,usa,christian,n_america
240951,41.0,usa,christian,n_america
241306,32.0,usa,christian,n_america
241548,44.0,usa,christian,n_america
241666,35.0,usa,christian,n_america
241980,35.0,usa,christian,n_america
242843,43.0,usa,christian,n_america
242891,84.0,usa,christian,n_america
243930,43.0,france,christian,europe
244349,40.0,usa,christian,n_america
244627,32.0,usa,christian,n_america
244761,22.0,usa,christian,n_america
245616,28.0,usa,christian,n_america
245963,39.0,usa,christian,n_america
246333,31.0,usa,christian,n_america
246655,42.0,usa,christian,n_america
250101,61.0,usa,christian,n_america
250184,56.0,usa,christian,n_america
251122,62.0,usa,christian,n_america
251377,40.0,usa,christian,n_america
251613,34.0,usa,christian,n_america
253106,45.0,england,christian,europe
254971,53.0,usa,christian,n_america
255719,30.0,usa,christian,n_america
256407,58.0,usa,christian,n_america
256925,32.0,usa,christian,n_america
258534,32.0,usa,christian,n_america
258884,30.0,usa,christian,n_america
259078,49.0,usa,christian,n_america
259223,82.0,others,others,others
259543,59.0,usa,christian,n_america
259778,16.0,usa,christian,n_america
259846,16.0,usa,christian,n_america
260897,25.0,usa,christian,n_america
261378,54.0,usa,christian,n_america
261829,32.0,usa,christian,n_america
262846,31.0,usa,christian,n_america
263163,26.0,usa,christian,n_america
263644,39.0,usa,christian,n_america
263877,44.0,canada,christian,n_america
265115,33.0,usa,christian,n_america
265276,39.0,usa,christian,n_america
265313,33.0,usa,christian,n_america
266268,40.0,usa,christian,n_america
267549,34.0,usa,christian,n_america
268330,23.0,usa,christian,n_america
269566,9.0,usa,christian,n_america
269614,46.0,usa,christian,n_america
271284,50.0,usa,christian,n_america
271558,35.0,usa,christian,n_america
273190,71.0,usa,christian,n_america
273979,20.0,usa,christian,n_america
274167,52.0,canada,christian,n_america
274308,33.0,usa,christian,n_america
274823,37.0,usa,christian,n_america
276641,25.0,portugal,christian,europe
277478,31.0,netherlands,christian,europe
3373,30.0,usa,christian,n_america
4781,47.0,england,christian,europe
5555,18.0,france,christian,europe
6026,66.0,usa,christian,n_america
6242,60.0,canada,christian,n_america
7210,44.0,canada,christian,n_america
8362,28.0,usa,christian,n_america
8570,23.0,england,christian,europe
11104,31.0,usa,christian,n_america
12863,29.0,england,christian,europe
14449,72.0,canada,christian,n_america
16231,32.0,canada,christian,n_america
17003,25.0,usa,christian,n_america
20265,29.0,usa,christian,n_america
21870,19.0,usa,christian,n_america
22625,54.0,usa,christian,n_america
27624,54.0,england,christian,europe
28056,36.0,usa,christian,n_america
32793,22.0,canada,christian,n_america
34588,31.0,usa,christian,n_america
34864,39.0,france,christian,europe
36197,44.0,usa,christian,n_america
36715,25.0,usa,christian,n_america
36907,39.0,canada,christian,n_america
40330,57.0,usa,christian,n_america
40612,25.0,usa,christian,n_america
43619,26.0,usa,christian,n_america
49980,27.0,usa,christian,n_america
52832,40.0,usa,christian,n_america
57105,32.0,usa,christian,n_america
58363,81.0,usa,christian,n_america
61619,18.0,usa,christian,n_america
63956,28.0,usa,christian,n_america
64763,43.0,usa,christian,n_america
68943,22.0,england,christian,europe
69378,46.0,usa,christian,n_america
75723,34.0,usa,christian,n_america
77181,33.0,usa,christian,n_america
80683,27.0,england,christian,europe
80837,34.0,usa,christian,n_america
82407,25.0,usa,christian,n_america
85653,53.0,usa,christian,n_america
85656,41.0,usa,christian,n_america
86219,26.0,germany,christian,europe
86243,22.0,newzealand,christian,ause
86835,43.0,usa,christian,n_america
87746,52.0,usa,christian,n_america
89856,31.0,usa,christian,n_america
91931,40.0,canada,christian,n_america
92810,60.0,usa,christian,n_america
93698,70.0,canada,christian,n_america
95392,25.0,canada,christian,n_america
95932,36.0,england,christian,europe
99946,19.0,usa,christian,n_america
100459,38.0,usa,christian,n_america
101043,64.0,usa,christian,n_america
101559,50.0,england,christian,europe
101851,29.0,usa,christian,n_america
102327,41.0,usa,christian,n_america
102359,68.0,usa,christian,n_america
102430,37.0,usa,christian,n_america
104796,38.0,usa,christian,n_america
105214,34.0,usa,christian,n_america
105517,28.0,canada,christian,n_america
107258,15.0,usa,christian,n_america
108005,29.0,usa,christian,n_america
112026,17.0,usa,christian,n_america
114698,81.0,usa,christian,n_america
116210,46.0,netherlands,christian,europe
117041,31.0,usa,christian,n_america
118135,29.0,portugal,christian,europe
119858,53.0,usa,christian,n_america
120807,43.0,usa,christian,n_america
124298,25.0,usa,christian,n_america
124874,32.0,usa,christian,n_america
125774,36.0,iran,islam,islam
127429,23.0,usa,christian,n_america
129373,54.0,usa,christian,n_america
129716,30.0,usa,christian,n_america
132230,58.0,usa,christian,n_america
132930,29.0,england,christian,europe
134869,36.0,usa,christian,n_america
136205,39.0,usa,christian,n_america
143968,39.0,usa,christian,n_america
144803,23.0,usa,christian,n_america
146932,30.0,usa,christian,n_america
148744,67.0,usa,christian,n_america
150968,47.0,england,christian,europe
153042,35.0,usa,christian,n_america
153577,37.0,usa,christian,n_america
153662,44.0,usa,christian,n_america
156150,36.0,usa,christian,n_america
157273,37.0,usa,christian,n_america
157799,42.0,netherlands,christian,europe
159732,47.0,usa,christian,n_america
160032,24.0,germany,christian,europe
165319,28.0,usa,christian,n_america
167812,38.0,canada,christian,n_america
171295,27.0,usa,christian,n_america
173018,41.0,newzealand,christian,ause
174326,38.0,canada,christian,n_america
174633,31.0,usa,christian,n_america
175003,33.0,usa,christian,n_america
176838,27.0,finland,christian,europe
178667,34.0,usa,christian,n_america
184299,31.0,usa,christian,n_america
187145,65.0,usa,christian,n_america
196457,52.0,usa,christian,n_america
202182,24.0,usa,christian,n_america
202547,21.0,usa,christian,n_america
204864,47.0,usa,christian,n_america
204909,34.0,usa,christian,n_america
207965,46.0,usa,christian,n_america
212847,61.0,usa,christian,n_america
212849,59.0,usa,christian,n_america
215388,57.0,usa,christian,n_america
218421,32.0,canada,christian,n_america
221232,21.0,usa,christian,n_america
223402,36.0,usa,christian,n_america
224138,28.0,usa,christian,n_america
224236,31.0,usa,christian,n_america
227025,33.0,canada,christian,n_america
227275,47.0,canada,christian,n_america
227884,25.0,usa,christian,n_america
230249,23.0,usa,christian,n_america
231210,44.0,usa,christian,n_america
232103,30.0,usa,christian,n_america
234205,15.0,usa,christian,n_america
235011,26.0,usa,christian,n_america
237436,57.0,usa,christian,n_america
238120,25.0,usa,christian,n_america
240353,45.0,usa,christian,n_america
240401,64.0,usa,christian,n_america
241214,20.0,usa,christian,n_america
243879,32.0,usa,christian,n_america
244171,51.0,usa,christian,n_america
244643,67.0,usa,christian,n_america
250764,66.0,usa,christian,n_america
250892,21.0,usa,christian,n_america
251150,32.0,usa,christian,n_america
252627,36.0,usa,christian,n_america
253855,29.0,canada,christian,n_america
254160,33.0,usa,christian,n_america
258109,37.0,germany,christian,europe
258747,45.0,usa,christian,n_america
264543,43.0,usa,christian,n_america
264657,23.0,usa,christian,n_america
266283,62.0,usa,christian,n_america
267293,31.0,usa,christian,n_america
269688,41.0,usa,christian,n_america
269799,29.0,usa,christian,n_america
271135,27.0,usa,christian,n_america
271144,25.0,usa,christian,n_america
274056,24.0,usa,christian,n_america
277711,34.0,germany,christian,europe
278418,46.0,usa,christian,n_america
6910,39.0,usa,christian,n_america
7913,43.0,usa,christian,n_america
58516,30.0,usa,christian,n_america
59971,27.0,usa,christian,n_america
60244,47.0,usa,christian,n_america
79089,29.0,usa,christian,n_america
98758,25.0,canada,christian,n_america
113817,25.0,australia,christian,ause
126604,27.0,usa,christian,n_america
146348,15.0,usa,christian,n_america
172760,29.0,usa,christian,n_america
187763,33.0,usa,christian,n_america
196108,34.0,usa,christian,n_america
206202,16.0,usa,christian,n_america
271622,33.0,usa,christian,n_america
3675,24.0,spain,christian,europe
6366,20.0,spain,christian,europe
13872,17.0,spain,christian,europe
16654,35.0,spain,christian,europe
16673,30.0,spain,christian,europe
17183,23.0,spain,christian,europe
18384,37.0,spain,christian,europe
55217,26.0,spain,christian,europe
80908,30.0,spain,christian,europe
94985,39.0,spain,christian,europe
105476,22.0,spain,christian,europe
124888,25.0,spain,christian,europe
126644,30.0,spain,christian,europe
131126,31.0,spain,christian,europe
134556,28.0,spain,christian,europe
136633,32.0,spain,christian,europe
137437,26.0,spain,christian,europe
141518,27.0,spain,christian,europe
152107,42.0,spain,christian,europe
156502,33.0,spain,christian,europe
157118,46.0,spain,christian,europe
158627,32.0,spain,christian,europe
164533,46.0,spain,christian,europe
182987,35.0,spain,christian,europe
187810,45.0,spain,christian,europe
189750,29.0,spain,christian,europe
214920,35.0,spain,christian,europe
217740,37.0,spain,christian,europe
229501,20.0,spain,christian,europe
240440,30.0,spain,christian,europe
241268,34.0,spain,christian,europe
248325,33.0,spain,christian,europe
254982,28.0,spain,christian,europe
267172,27.0,spain,christian,europe
12,58.0,usa,christian,n_america
67997,53.0,usa,christian,n_america
14,17.0,usa,christian,n_america
164027,47.0,usa,christian,n_america
174791,38.0,usa,christian,n_america
259901,45.0,canada,christian,n_america
242,37.0,germany,christian,europe
487,20.0,usa,christian,n_america
626,41.0,austria,christian,europe
899,23.0,germany,christian,europe
901,21.0,usa,christian,n_america
1025,33.0,england,christian,europe
1140,19.0,usa,christian,n_america
1343,33.0,england,christian,europe
1435,36.0,usa,christian,n_america
1486,75.0,australia,christian,ause
1733,30.0,usa,christian,n_america
1863,43.0,germany,christian,europe
1903,36.0,others,others,others
2411,37.0,usa,christian,n_america
2766,42.0,usa,christian,n_america
3032,40.0,australia,christian,ause
3556,68.0,usa,christian,n_america
4092,27.0,usa,christian,n_america
4131,51.0,england,christian,europe
4285,50.0,usa,christian,n_america
4514,23.0,portugal,christian,europe
4571,23.0,australia,christian,ause
4784,21.0,usa,christian,n_america
5126,53.0,usa,christian,n_america
5471,60.0,spain,christian,europe
5506,19.0,usa,christian,n_america
5543,29.0,usa,christian,n_america
5581,22.0,usa,christian,n_america
5604,48.0,germany,christian,europe
5815,15.0,usa,christian,n_america
5916,31.0,australia,christian,ause
6120,36.0,usa,christian,n_america
6251,32.0,usa,christian,n_america
6431,30.0,usa,christian,n_america
6507,26.0,spain,christian,europe
6543,34.0,usa,christian,n_america
7105,30.0,england,christian,europe
7125,28.0,usa,christian,n_america
7158,30.0,usa,christian,n_america
7286,28.0,usa,christian,n_america
7426,35.0,usa,christian,n_america
7864,17.0,malaysia,islam,islam
8361,23.0,australia,christian,ause
8453,47.0,usa,christian,n_america
8529,15.0,spain,christian,europe
8660,25.0,austria,christian,europe
8674,29.0,singapore,buddism,en_asia
8681,34.0,usa,christian,n_america
8685,32.0,usa,christian,n_america
9080,20.0,brazil,christian,s_america
9224,48.0,usa,christian,n_america
9381,35.0,england,christian,europe
9414,37.0,england,christian,europe
9571,27.0,germany,christian,europe
9908,36.0,usa,christian,n_america
10118,44.0,usa,christian,n_america
10494,25.0,usa,christian,n_america
10532,29.0,england,christian,europe
10570,53.0,singapore,buddism,en_asia
10590,22.0,malaysia,islam,islam
10649,27.0,argentina,christian,s_america
10819,27.0,usa,christian,n_america
11120,58.0,finland,christian,europe
11245,44.0,canada,christian,n_america
11554,35.0,usa,christian,n_america
11690,30.0,germany,christian,europe
11724,42.0,usa,christian,n_america
11768,14.0,india,hindu,inida
11832,83.0,usa,christian,n_america
11944,21.0,portugal,christian,europe
11993,37.0,usa,christian,n_america
12189,24.0,spain,christian,europe
12264,39.0,usa,christian,n_america
12272,18.0,romania,christian,europe
12331,31.0,usa,christian,n_america
12512,34.0,netherlands,christian,europe
12835,38.0,germany,christian,europe
13088,14.0,italy,christian,europe
13093,29.0,spain,christian,europe
13221,45.0,canada,christian,n_america
13479,31.0,netherlands,christian,europe
13600,50.0,usa,christian,n_america
13664,20.0,usa,christian,n_america
13722,41.0,usa,christian,n_america
14049,22.0,canada,christian,n_america
14079,41.0,spain,christian,europe
14212,46.0,usa,christian,n_america
14336,28.0,england,christian,europe
14387,35.0,england,christian,europe
14461,31.0,germany,christian,europe
15049,28.0,usa,christian,n_america
15418,23.0,spain,christian,europe
15459,42.0,usa,christian,n_america
15523,22.0,malaysia,islam,islam
15957,27.0,australia,christian,ause
16086,39.0,england,christian,europe
16130,34.0,usa,christian,n_america
16151,39.0,australia,christian,ause
16155,47.0,malaysia,islam,islam
16263,42.0,usa,christian,n_america
16319,43.0,australia,christian,ause
16504,28.0,malaysia,islam,islam
16634,42.0,usa,christian,n_america
16943,22.0,australia,christian,ause
16999,48.0,usa,christian,n_america
17282,38.0,usa,christian,n_america
17507,37.0,usa,christian,n_america
17842,21.0,usa,christian,n_america
17890,17.0,usa,christian,n_america
17950,32.0,malaysia,islam,islam
18097,27.0,germany,christian,europe
18199,56.0,usa,christian,n_america
18323,41.0,usa,christian,n_america
18527,45.0,iran,islam,islam
19085,60.0,usa,christian,n_america
19974,30.0,england,christian,europe
20060,48.0,usa,christian,n_america
20147,18.0,usa,christian,n_america
20201,31.0,usa,christian,n_america
20401,25.0,austria,christian,europe
20911,50.0,usa,christian,n_america
20983,45.0,usa,christian,n_america
21031,36.0,usa,christian,n_america
21252,28.0,usa,christian,n_america
21268,56.0,usa,christian,n_america
21364,32.0,usa,christian,n_america
21368,30.0,england,christian,europe
21404,54.0,canada,christian,n_america
21484,21.0,usa,christian,n_america
21576,31.0,usa,christian,n_america
21659,31.0,usa,christian,n_america
21660,52.0,usa,christian,n_america
21860,43.0,usa,christian,n_america
22012,36.0,australia,christian,ause
22082,26.0,brazil,christian,s_america
22121,33.0,england,christian,europe
22338,33.0,usa,christian,n_america
22343,21.0,portugal,christian,europe
22362,31.0,usa,christian,n_america
22648,35.0,france,christian,europe
22710,33.0,germany,christian,europe
22981,23.0,france,christian,europe
23021,17.0,usa,christian,n_america
23296,71.0,australia,christian,ause
23366,54.0,canada,christian,n_america
23571,41.0,usa,christian,n_america
23680,54.0,usa,christian,n_america
23902,56.0,england,christian,europe
24188,35.0,usa,christian,n_america
24194,20.0,usa,christian,n_america
24261,55.0,england,christian,europe
24664,25.0,portugal,christian,europe
24921,29.0,usa,christian,n_america
25395,65.0,usa,christian,n_america
25419,16.0,australia,christian,ause
25533,38.0,england,christian,europe
25583,24.0,usa,christian,n_america
